file,speed_level,cost($/hour),cost/lower_bound,prealloc_time(sec),total_time(sec),relative_cost,relative_time,comment
fcma_prob_0_1_1_0.json,1,1.4400,1.0000,0.2568,0.2682,1.0000,0.8946,0.8910,
fcma_prob_0_1_1_0.json,2,1.4400,1.0000,0.0925,0.1045,1.0000,1.1167,1.1306,
fcma_prob_0_1_1_0.json,3,1.4400,1.0000,0.0060,0.0159,1.0000,0.9978,0.9905,
fcma_prob_10_1_4_0.json,1,0.3840,1.0000,0.1907,0.1948,1.0000,1.0065,1.0004,
fcma_prob_10_1_4_0.json,2,0.3840,1.0000,0.0903,0.0943,1.0000,0.9372,0.9299,
fcma_prob_10_1_4_0.json,3,0.3840,1.0000,0.0060,0.0090,1.0000,0.7661,0.8148,
fcma_prob_11_1_4_0.json,1,0.0912,1.0000,0.3148,0.3188,1.0000,0.9742,0.9746,
fcma_prob_11_1_4_0.json,2,0.0960,1.0526,0.0865,0.0901,1.0000,0.9999,0.9960,
fcma_prob_11_1_4_0.json,3,0.0960,1.0526,0.0073,0.0112,1.0000,1.0361,1.0210,
fcma_prob_12_1_4_3_2_0.json,1,12.8480,1.0476,0.1862,0.2340,1.0353,1.0287,1.0417,
fcma_prob_12_1_4_3_2_0.json,2,12.8480,1.0476,0.0972,0.1381,1.0000,1.0874,1.0160,
fcma_prob_12_1_4_3_2_0.json,3,12.8480,1.0476,0.0071,0.0295,1.0000,1.1228,1.0435,
fcma_prob_13_1_4_3_2_0.json,1,0.2920,1.0000,0.1907,0.1937,1.0000,1.0430,1.0426,
fcma_prob_13_1_4_3_2_0.json,2,0.2920,1.0000,0.1013,0.1043,1.0000,1.1233,1.1190,
fcma_prob_13_1_4_3_2_0.json,3,0.2920,1.0000,0.0060,0.0090,1.0000,0.8557,0.9968,
fcma_prob_14_1_4_3_8_0.json,1,5.1360,1.1146,0.1896,0.2245,1.0000,1.0167,1.0102,
fcma_prob_14_1_4_3_8_0.json,2,5.1360,1.1146,0.0919,0.1159,1.0000,1.1379,1.1438,
fcma_prob_14_1_4_3_8_0.json,3,5.1360,1.1146,0.0060,0.0142,1.0000,1.0056,1.0858,
fcma_prob_15_1_4_3_8_0.json,1,1.2000,1.1746,0.2702,0.3300,1.0000,0.9615,0.9726,
fcma_prob_15_1_4_3_8_0.json,2,1.4200,1.3900,0.0859,0.1144,1.0000,1.0065,0.9932,
fcma_prob_15_1_4_3_8_0.json,3,1.4200,1.3900,0.0072,0.0221,1.0000,1.0222,1.0088,
fcma_prob_16_2_1_0.json,1,13.0560,1.0000,0.1829,0.2058,1.0000,0.9537,1.0026,
fcma_prob_16_2_1_0.json,2,13.0560,1.0000,0.0807,0.0978,1.0000,0.9392,0.9901,
fcma_prob_16_2_1_0.json,3,13.0560,1.0000,0.0083,0.0232,1.0000,1.1341,0.9577,
fcma_prob_17_2_1_0.json,1,0.2880,1.0000,0.1550,0.1627,1.0000,0.9654,0.9591,
fcma_prob_17_2_1_0.json,2,0.2880,1.0000,0.0887,0.0964,1.0000,0.9955,1.0114,
fcma_prob_17_2_1_0.json,3,0.2880,1.0000,0.0068,0.0134,1.0000,1.0783,1.0597,
fcma_prob_18_2_1_0.json,1,1.0560,1.0000,0.1833,0.1962,1.0000,1.0331,1.0198,
fcma_prob_18_2_1_0.json,2,1.0560,1.0000,0.0996,0.1099,1.0000,1.0965,1.0874,
fcma_prob_18_2_1_0.json,3,1.0560,1.0000,0.0064,0.0165,1.0000,1.0704,1.0404,
fcma_prob_19_2_1_0.json,1,0.6720,1.0000,0.1721,0.1818,1.0000,0.9978,0.9907,
fcma_prob_19_2_1_0.json,2,0.6720,1.0000,0.0860,0.0949,1.0000,0.9874,0.9875,
fcma_prob_19_2_1_0.json,3,0.6720,1.0000,0.0060,0.0169,1.0000,0.8533,1.0020,
fcma_prob_1_1_1_0.json,1,0.0960,1.0000,0.1717,0.1757,1.0000,1.0344,1.0338,
fcma_prob_1_1_1_0.json,2,0.0960,1.0000,0.0954,0.0994,1.0000,1.0781,1.0703,
fcma_prob_1_1_1_0.json,3,0.0960,1.0000,0.0060,0.0090,1.0000,1.0676,1.0081,
fcma_prob_20_2_1_3_2_0.json,1,59.3280,1.0000,0.1601,0.2055,1.0032,0.9416,0.7923,
fcma_prob_20_2_1_3_2_0.json,2,58.9440,0.9935,0.0963,0.1922,1.0000,0.9227,0.9820,
fcma_prob_20_2_1_3_2_0.json,3,59.1360,0.9968,0.0061,0.0787,1.0000,1.0106,1.0010,
fcma_prob_21_2_1_3_2_0.json,1,2.3040,1.2000,0.1784,0.2183,1.0000,1.0020,1.0161,
fcma_prob_21_2_1_3_2_0.json,2,2.1120,1.1000,0.0804,0.1058,1.0000,0.8633,0.8947,
fcma_prob_21_2_1_3_2_0.json,3,2.1120,1.1000,0.0061,0.0141,1.0000,0.9882,0.9929,
fcma_prob_22_2_1_3_8_0.json,1,174.8520,1.1285,0.1612,0.8884,1.0000,0.9114,0.9718,
fcma_prob_22_2_1_3_8_0.json,2,175.5120,1.1327,0.0800,0.7601,1.0051,0.7658,0.9709,
fcma_prob_22_2_1_3_8_0.json,3,175.5120,1.1327,0.0070,0.6317,1.0000,0.9302,0.9864,
fcma_prob_23_2_1_3_8_0.json,1,1.6240,1.0573,0.1829,0.2155,1.0000,1.0025,0.9823,
fcma_prob_23_2_1_3_8_0.json,2,1.6240,1.0573,0.0891,0.1296,1.0000,1.0480,1.0544,
fcma_prob_23_2_1_3_8_0.json,3,1.6240,1.0573,0.0063,0.0202,1.0000,1.1439,1.0436,
fcma_prob_24_2_4_0.json,1,0.7708,1.0000,0.5242,0.5365,1.0001,0.9901,0.9923,
fcma_prob_24_2_4_0.json,2,0.7708,1.0000,0.0898,0.1004,1.0001,0.9504,0.9590,
fcma_prob_24_2_4_0.json,3,0.7708,1.0000,0.0087,0.0194,1.0001,1.0761,1.0720,
fcma_prob_25_2_4_0.json,1,0.0730,1.0000,0.2105,0.2185,1.0000,1.0238,1.0266,
fcma_prob_25_2_4_0.json,2,0.0730,1.0000,0.0803,0.0863,1.0000,0.9633,0.9656,
fcma_prob_25_2_4_0.json,3,0.0730,1.0000,0.0080,0.0130,1.0000,1.1477,1.0010,
fcma_prob_26_2_4_0.json,1,1.1358,1.0000,0.3544,0.3703,1.0000,0.9607,0.9623,
fcma_prob_26_2_4_0.json,2,1.1717,1.0316,0.1786,0.1928,1.0000,0.9852,0.9898,
fcma_prob_26_2_4_0.json,3,1.1717,1.0316,0.0133,0.0252,1.0000,0.9484,0.9669,
fcma_prob_27_2_4_0.json,1,0.0730,1.0000,0.2211,0.2271,1.0000,0.9984,0.9970,
fcma_prob_27_2_4_0.json,2,0.2013,2.7578,0.1830,0.1902,1.0001,0.9913,0.9921,
fcma_prob_27_2_4_0.json,3,0.2013,2.7578,0.0143,0.0201,1.0001,1.0142,0.9982,
fcma_prob_28_2_4_3_2_0.json,1,19.4104,1.0556,0.2727,0.3439,1.0000,0.8293,0.8573,
fcma_prob_28_2_4_3_2_0.json,2,19.4104,1.0556,0.1917,0.2650,1.0000,1.0234,1.0124,
fcma_prob_28_2_4_3_2_0.json,3,19.9944,1.0873,0.0122,0.0407,1.0000,0.9362,1.0179,
fcma_prob_29_2_4_3_2_0.json,1,1.0600,1.0000,0.2787,0.2837,1.0000,0.9430,0.9437,
fcma_prob_29_2_4_3_2_0.json,2,1.0600,1.0000,0.1581,0.1848,1.0000,0.9751,0.9805,
fcma_prob_29_2_4_3_2_0.json,3,1.0600,1.0000,0.0130,0.0229,1.0000,1.0809,1.0479,
fcma_prob_2_1_1_0.json,1,2.1120,1.0000,0.1683,0.1743,1.0000,0.9814,0.9814,
fcma_prob_2_1_1_0.json,2,2.1120,1.0000,0.0774,0.0823,1.0000,0.9868,0.9885,
fcma_prob_2_1_1_0.json,3,2.1120,1.0000,0.0060,0.0110,1.0000,0.9948,0.9959,
fcma_prob_30_2_4_3_8_0.json,1,21.4384,1.0094,0.2953,0.3791,0.9976,1.0416,0.9571,
fcma_prob_30_2_4_3_8_0.json,2,21.6040,1.0172,0.2184,0.3126,1.0000,1.0261,1.0079,
fcma_prob_30_2_4_3_8_0.json,3,21.6040,1.0172,0.0157,0.0577,1.0000,0.9705,0.8736,
fcma_prob_31_2_4_3_8_0.json,1,1.8896,1.1733,0.2887,0.3608,1.0000,0.9662,0.9841,
fcma_prob_31_2_4_3_8_0.json,2,1.8896,1.1733,0.1640,0.2020,1.0000,0.9297,0.9382,
fcma_prob_31_2_4_3_8_0.json,3,1.8896,1.1733,0.0131,0.0270,1.0000,0.6875,0.8471,
fcma_prob_32_5_1_0.json,1,12.0960,1.0000,0.2072,0.2348,1.0000,1.0259,1.0175,
fcma_prob_32_5_1_0.json,2,12.0960,1.0000,0.0885,0.1148,1.0000,0.9560,0.9758,
fcma_prob_32_5_1_0.json,3,12.0960,1.0000,0.0092,0.0341,1.0000,0.9082,0.9712,
fcma_prob_33_5_1_0.json,1,0.5760,1.0000,0.2026,0.2190,1.0000,0.9819,0.9853,
fcma_prob_33_5_1_0.json,2,0.5760,1.0000,0.0830,0.0966,1.0000,0.9055,0.9066,
fcma_prob_33_5_1_0.json,3,0.5760,1.0000,0.0083,0.0239,1.0000,0.9008,0.9161,
fcma_prob_34_5_1_0.json,1,10.8480,1.0000,0.1956,0.2288,1.0000,0.9768,1.0040,
fcma_prob_34_5_1_0.json,2,10.8480,1.0000,0.1209,0.1477,1.0000,1.0304,1.0070,
fcma_prob_34_5_1_0.json,3,10.8480,1.0000,0.0082,0.0333,1.0000,0.9845,0.8732,
fcma_prob_35_5_1_0.json,1,1.2480,1.0000,0.1861,0.2051,1.0000,0.9564,0.9645,
fcma_prob_35_5_1_0.json,2,1.2480,1.0000,0.0856,0.0999,1.0000,1.0373,1.0261,
fcma_prob_35_5_1_0.json,3,1.3440,1.0769,0.0082,0.0421,1.0000,0.7466,0.9137,
fcma_prob_36_5_1_3_2_0.json,1,643.9680,1.0307,0.1908,1.2154,1.0000,0.9541,0.9873,
fcma_prob_36_5_1_3_2_0.json,2,643.9680,1.0307,0.0883,1.4124,1.0000,0.8817,1.1922,
fcma_prob_36_5_1_3_2_0.json,3,643.9680,1.0307,0.0081,1.0064,1.0000,1.1239,1.0908,
fcma_prob_37_5_1_3_2_0.json,1,31.8720,1.0000,0.1931,0.2220,1.0122,0.9130,0.7556,
fcma_prob_37_5_1_3_2_0.json,2,31.4880,0.9880,0.0882,0.1868,1.0000,0.8547,1.0365,
fcma_prob_37_5_1_3_2_0.json,3,31.4880,0.9880,0.0091,0.0670,1.0000,1.1777,1.0364,
fcma_prob_38_5_1_3_8_0.json,1,141.0240,1.0930,0.2079,0.7280,1.0000,0.8941,0.9654,
fcma_prob_38_5_1_3_8_0.json,2,142.6440,1.1056,0.0926,0.7274,1.0000,0.9547,0.9202,
fcma_prob_38_5_1_3_8_0.json,3,146.1720,1.1329,0.0082,0.5590,1.0000,1.0163,0.9198,
fcma_prob_39_5_1_3_8_0.json,1,18.0480,1.0217,0.1928,0.2594,0.9976,0.8902,0.8949,
fcma_prob_39_5_1_3_8_0.json,2,18.4440,1.0442,0.1152,0.2004,1.0000,0.9984,1.0134,
fcma_prob_39_5_1_3_8_0.json,3,18.0920,1.0242,0.0100,0.0688,1.0000,1.2155,0.9825,
fcma_prob_3_1_1_0.json,1,0.0960,1.0000,0.1616,0.1646,1.0000,0.9698,0.9645,
fcma_prob_3_1_1_0.json,2,0.0960,1.0000,0.0769,0.0799,1.0000,0.9048,0.8978,
fcma_prob_3_1_1_0.json,3,0.0960,1.0000,0.0050,0.0080,1.0000,0.8304,0.8958,
fcma_prob_40_5_4_0.json,1,1.2847,1.0938,0.6273,0.6840,1.1117,0.8009,0.8301,
fcma_prob_40_5_4_0.json,2,1.1794,1.0041,0.2610,0.2809,1.0000,0.6783,0.6684,
fcma_prob_40_5_4_0.json,3,1.1794,1.0041,0.0209,0.0409,1.0000,0.1854,0.2429,
fcma_prob_41_5_4_0.json,1,0.2372,1.0000,0.4616,0.4835,1.0000,0.6501,0.6575,
fcma_prob_41_5_4_0.json,2,0.2743,1.1565,0.2550,0.2689,1.0001,0.9309,0.9134,
fcma_prob_41_5_4_0.json,3,0.2743,1.1565,0.0234,0.0364,1.0001,0.8018,0.5935,
fcma_prob_42_5_4_0.json,1,0.7664,1.0000,0.4089,0.4240,1.0000,0.8113,0.8134,
fcma_prob_42_5_4_0.json,2,0.7664,1.0000,0.1875,0.2015,1.0000,1.0599,1.0286,
fcma_prob_42_5_4_0.json,3,0.7664,1.0000,0.0156,0.0295,1.0000,0.9220,0.8814,
fcma_prob_43_5_4_0.json,1,0.2743,1.0000,0.5608,0.5769,1.0001,0.8766,0.8695,
fcma_prob_43_5_4_0.json,2,0.3844,1.4014,0.2384,0.2543,1.0001,0.6857,0.6772,
fcma_prob_43_5_4_0.json,3,0.3844,1.4014,0.0210,0.0350,1.0001,0.5238,0.1799,
fcma_prob_44_5_4_3_2_0.json,1,27.1552,1.0481,0.6272,0.7261,1.0109,0.5304,0.5457,
fcma_prob_44_5_4_3_2_0.json,2,27.2066,1.0501,0.3625,0.5379,1.0000,0.9461,0.9969,
fcma_prob_44_5_4_3_2_0.json,3,27.0146,1.0427,0.0320,0.1074,1.0000,1.0718,0.9500,
fcma_prob_45_5_4_3_2_0.json,1,5.8388,1.0666,0.5122,0.5686,1.0000,0.9969,0.9922,
fcma_prob_45_5_4_3_2_0.json,2,5.8388,1.0666,0.1759,0.2088,1.0000,0.9904,0.9891,
fcma_prob_45_5_4_3_2_0.json,3,5.8388,1.0666,0.0179,0.0399,1.0000,1.0020,0.9585,
fcma_prob_46_5_4_3_8_0.json,1,114.2490,1.0633,0.6293,1.0173,1.0000,1.0337,0.9952,
fcma_prob_46_5_4_3_8_0.json,2,114.4757,1.0654,0.2714,0.5275,1.0000,1.0275,0.9814,
fcma_prob_46_5_4_3_8_0.json,3,114.7773,1.0682,0.0231,0.2488,1.0000,0.8269,1.0062,
fcma_prob_47_5_4_3_8_0.json,1,5.5040,1.3050,0.5868,0.7576,1.0692,0.8896,0.9493,
fcma_prob_47_5_4_3_8_0.json,2,5.2648,1.2483,0.2629,0.3592,1.0000,0.9558,0.9923,
fcma_prob_47_5_4_3_8_0.json,3,5.2648,1.2483,0.0199,0.0525,1.0000,0.9022,0.9333,
fcma_prob_48_15_1_0.json,1,41.9520,1.0000,0.2836,0.3838,1.0000,1.0912,1.0445,
fcma_prob_48_15_1_0.json,2,41.9520,1.0000,0.0878,0.1831,1.0000,0.9254,0.9504,
fcma_prob_48_15_1_0.json,3,41.9520,1.0000,0.0181,0.1164,1.0000,1.1293,0.7984,
fcma_prob_49_15_1_0.json,1,1.9200,1.0000,0.2712,0.3300,1.0000,0.9262,0.9629,
fcma_prob_49_15_1_0.json,2,1.9200,1.0000,0.0895,0.1364,1.0000,0.9210,0.9411,
fcma_prob_49_15_1_0.json,3,1.9200,1.0000,0.0160,0.0604,1.0000,0.9995,1.0176,
fcma_prob_4_1_1_3_2_0.json,1,110.5920,1.0035,0.1622,0.2903,1.0000,0.9000,0.9261,
fcma_prob_4_1_1_3_2_0.json,2,115.2000,1.0453,0.0833,0.2060,1.0000,0.9748,0.9339,
fcma_prob_4_1_1_3_2_0.json,3,115.2000,1.0453,0.0078,0.1186,1.0000,1.1879,1.0761,
fcma_prob_50_15_1_0.json,1,34.7520,1.0028,0.2783,0.4023,1.0000,1.0299,1.0159,
fcma_prob_50_15_1_0.json,2,34.7520,1.0028,0.0923,0.2006,1.0000,0.9680,0.9674,
fcma_prob_50_15_1_0.json,3,34.7520,1.0028,0.0160,0.1187,1.0000,0.8640,1.0512,
fcma_prob_51_15_1_0.json,1,3.9360,1.0000,0.2845,0.3378,1.0000,1.0428,1.0249,
fcma_prob_51_15_1_0.json,2,3.9360,1.0000,0.0920,0.1438,1.0000,0.9360,0.8923,
fcma_prob_51_15_1_0.json,3,3.9360,1.0000,0.0151,0.0673,1.0000,0.7815,0.8109,
fcma_prob_52_15_1_3_2_0.json,1,1674.4320,1.0173,0.2526,3.3184,1.0000,0.8780,0.9453,
fcma_prob_52_15_1_3_2_0.json,2,1674.4320,1.0173,0.0883,3.5178,1.0000,0.9656,0.9176,
fcma_prob_52_15_1_3_2_0.json,3,1674.4320,1.0173,0.0132,3.4108,1.0000,1.0297,1.0171,
fcma_prob_53_15_1_3_2_0.json,1,102.5280,1.0038,0.2621,0.4381,0.9963,0.9615,0.8513,
fcma_prob_53_15_1_3_2_0.json,2,102.5280,1.0038,0.1029,0.3160,1.0000,1.1318,1.1234,
fcma_prob_53_15_1_3_2_0.json,3,102.7200,1.0056,0.0150,0.2341,1.0000,1.1412,1.1875,
fcma_prob_54_15_1_3_8_0.json,1,1053.5800,1.1224,0.2680,11.4269,1.0000,1.0400,1.0434,
fcma_prob_54_15_1_3_8_0.json,2,1047.7440,1.1162,0.0990,8.4180,1.0000,0.9626,0.9940,
fcma_prob_54_15_1_3_8_0.json,3,1047.7440,1.1162,0.0141,8.1985,1.0000,0.9997,1.0072,
fcma_prob_55_15_1_3_8_0.json,1,52.8960,1.1384,0.2549,0.6343,1.0000,0.9882,0.9859,
fcma_prob_55_15_1_3_8_0.json,2,53.0880,1.1426,0.0964,0.4269,1.0000,1.1418,0.9983,
fcma_prob_55_15_1_3_8_0.json,3,53.0880,1.1426,0.0141,0.2775,1.0000,1.0086,1.0147,
fcma_prob_56_15_4_0.json,1,5.0832,1.0146,0.9732,1.0622,1.0342,0.9506,0.9690,
fcma_prob_56_15_4_0.json,2,5.0102,1.0000,0.3536,0.4494,1.0000,0.9651,0.9672,
fcma_prob_56_15_4_0.json,3,5.1014,1.0182,0.0333,0.0968,1.0000,0.9152,0.9293,
fcma_prob_57_15_4_0.json,1,0.5582,1.0000,0.9051,0.9589,1.0001,0.8554,0.8686,
fcma_prob_57_15_4_0.json,2,0.7596,1.3606,0.3366,0.3770,0.9999,0.9495,0.9487,
fcma_prob_57_15_4_0.json,3,0.7596,1.3606,0.0325,0.0733,0.9999,0.9230,0.9754,
fcma_prob_58_15_4_0.json,1,10.2593,1.0000,0.8608,0.9609,1.0000,0.8925,0.9166,
fcma_prob_58_15_4_0.json,2,10.3553,1.0094,0.3528,0.5265,1.0000,0.9850,1.0137,
fcma_prob_58_15_4_0.json,3,10.3553,1.0094,0.0409,0.1130,1.0000,1.1713,1.1002,
fcma_prob_59_15_4_0.json,1,0.5046,1.0933,1.0876,1.2006,1.0000,0.9929,0.9780,
fcma_prob_59_15_4_0.json,2,0.5718,1.2389,0.3448,0.4101,1.0000,1.0123,1.0167,
fcma_prob_59_15_4_0.json,3,0.6034,1.3074,0.0382,0.1115,1.0000,1.0403,1.0051,
fcma_prob_5_1_1_3_2_0.json,1,11.1360,1.0357,0.1728,0.2228,1.0000,0.8660,0.8690,
fcma_prob_5_1_1_3_2_0.json,2,11.1360,1.0357,0.1204,0.1523,1.0000,1.1054,1.0673,
fcma_prob_5_1_1_3_2_0.json,3,11.1360,1.0357,0.0064,0.0319,1.0000,0.8949,0.8938,
fcma_prob_60_15_4_3_2_0.json,1,155.8432,1.0331,0.7224,1.0936,1.0023,0.8243,0.8897,
fcma_prob_60_15_4_3_2_0.json,2,155.6922,1.0321,0.3796,0.7359,1.0000,0.9989,0.9909,
fcma_prob_60_15_4_3_2_0.json,3,155.6922,1.0321,0.0412,0.3302,1.0000,1.0057,0.9747,
fcma_prob_61_15_4_3_2_0.json,1,11.7912,1.0000,2.2788,2.3240,1.0000,0.6203,0.6201,
fcma_prob_61_15_4_3_2_0.json,2,12.8696,1.0915,0.2718,0.4102,1.0000,0.9746,1.0037,
fcma_prob_61_15_4_3_2_0.json,3,12.8696,1.0915,0.0279,0.0893,1.0000,1.0001,1.0234,
fcma_prob_62_15_4_3_8_0.json,1,320.7246,1.1412,0.7829,2.8711,1.0000,1.0407,1.0604,
fcma_prob_62_15_4_3_8_0.json,2,321.1642,1.1428,0.4086,3.4625,1.0000,1.0184,1.5928,
fcma_prob_62_15_4_3_8_0.json,3,321.8535,1.1452,0.0711,2.3858,1.0000,2.0261,1.4612,
fcma_prob_63_15_4_3_8_0.json,1,13.3792,1.2314,1.5464,1.8332,1.0137,0.7985,0.8323,
fcma_prob_63_15_4_3_8_0.json,2,15.2096,1.3999,0.4009,0.6454,1.0000,1.0752,1.1749,
fcma_prob_63_15_4_3_8_0.json,3,15.2096,1.3999,0.0363,0.1433,1.0000,1.0602,1.2286,
fcma_prob_64_30_1_0.json,1,130.5600,1.0007,0.4248,0.9106,1.0000,1.0936,1.0878,
fcma_prob_64_30_1_0.json,2,130.5600,1.0007,0.1405,0.5976,1.0000,1.0053,1.1566,
fcma_prob_64_30_1_0.json,3,130.5600,1.0007,0.0286,0.6151,1.0000,1.0034,1.4176,
fcma_prob_65_30_1_0.json,1,6.7200,1.0145,0.6058,0.8193,1.0000,1.4657,1.4784,
fcma_prob_65_30_1_0.json,2,6.7200,1.0145,0.1583,0.3496,1.0000,1.2124,1.3460,
fcma_prob_65_30_1_0.json,3,6.7200,1.0145,0.0454,0.1670,1.0000,1.6682,1.2054,
fcma_prob_66_30_1_0.json,1,63.1680,1.0000,0.4238,0.6550,1.0000,1.1201,1.1473,
fcma_prob_66_30_1_0.json,2,63.1680,1.0000,0.1277,0.3327,1.0000,1.1911,1.1416,
fcma_prob_66_30_1_0.json,3,63.1680,1.0000,0.0341,0.2545,1.0000,1.1907,1.1724,
fcma_prob_67_30_1_0.json,1,2.7840,1.0000,0.4462,0.6379,1.0000,1.0964,1.2479,
fcma_prob_67_30_1_0.json,2,2.7840,1.0000,0.1527,0.2938,1.0000,1.2847,1.2651,
fcma_prob_67_30_1_0.json,3,2.7840,1.0000,0.0386,0.1805,1.0000,1.2463,1.3757,
fcma_prob_68_30_1_3_2_0.json,1,2241.2160,1.0239,0.4953,8.4433,1.0000,1.4254,1.1653,
fcma_prob_68_30_1_3_2_0.json,2,2241.2160,1.0239,0.0985,8.1540,1.0000,1.0555,1.1228,
fcma_prob_68_30_1_3_2_0.json,3,2241.2160,1.0239,0.0180,7.7298,1.0000,0.8384,1.0942,
fcma_prob_69_30_1_3_2_0.json,1,166.2720,1.0273,0.4134,0.9043,1.0000,1.1926,1.1557,
fcma_prob_69_30_1_3_2_0.json,2,167.0400,1.0320,0.1224,0.6754,1.0000,0.9500,1.1971,
fcma_prob_69_30_1_3_2_0.json,3,167.0400,1.0320,0.0207,0.5490,1.0000,1.0952,1.0652,
fcma_prob_6_1_1_3_8_0.json,1,37.6640,1.1539,0.1791,0.4006,0.9996,1.0665,0.8762,
fcma_prob_6_1_1_3_8_0.json,2,37.6640,1.1539,0.1007,0.4537,1.0000,1.0704,1.8127,
fcma_prob_6_1_1_3_8_0.json,3,37.6640,1.1539,0.0060,0.1280,1.0000,0.9967,1.0817,
fcma_prob_70_30_1_3_8_0.json,1,1857.4000,1.0462,0.3483,18.1799,1.0000,0.9831,1.1196,
fcma_prob_70_30_1_3_8_0.json,2,1875.6400,1.0564,0.1161,18.0680,1.0000,1.1350,1.0563,
fcma_prob_70_30_1_3_8_0.json,3,1876.3200,1.0568,0.0201,17.4410,1.0000,1.0364,1.0756,
fcma_prob_71_30_1_3_8_0.json,1,136.3440,1.1027,0.3682,1.1504,0.9989,1.0598,1.0753,
fcma_prob_71_30_1_3_8_0.json,2,136.7520,1.1060,0.1023,0.8429,1.0000,1.0266,1.1270,
fcma_prob_71_30_1_3_8_0.json,3,136.7520,1.1060,0.0231,0.6711,1.0000,1.0944,1.0077,
fcma_prob_72_30_4_0.json,1,14.8688,1.0049,1.3555,1.5151,1.0000,0.8684,0.8956,
fcma_prob_72_30_4_0.json,2,14.7235,0.9951,0.4035,0.5291,1.0000,1.0672,1.0926,
fcma_prob_72_30_4_0.json,3,15.6835,1.0600,0.0551,0.1812,1.0000,1.1258,1.0968,
fcma_prob_73_30_4_0.json,1,0.8225,1.1321,1.9923,2.1287,1.0000,1.0880,1.0895,
fcma_prob_73_30_4_0.json,2,0.9096,1.2521,0.3845,0.4722,1.0000,1.0812,1.0701,
fcma_prob_73_30_4_0.json,3,0.9096,1.2521,0.0620,0.1463,1.0000,1.1969,1.0597,
fcma_prob_74_30_4_0.json,1,10.1082,1.0000,1.4434,1.5664,1.0092,0.9032,0.9018,
fcma_prob_74_30_4_0.json,2,10.1657,1.0057,0.4149,0.5175,1.0000,1.0994,1.0624,
fcma_prob_74_30_4_0.json,3,10.1657,1.0057,0.0564,0.1730,1.0000,1.1389,1.1671,
fcma_prob_75_30_4_0.json,1,0.9234,1.1609,1.6994,1.9293,1.0000,1.0079,1.0303,
fcma_prob_75_30_4_0.json,2,0.9944,1.2501,0.3910,0.5121,1.0000,1.1179,1.1063,
fcma_prob_75_30_4_0.json,3,1.0464,1.3154,0.0529,0.1721,1.0000,1.0081,1.0269,
fcma_prob_76_30_4_3_2_0.json,1,360.0494,1.0202,1.1865,1.9882,1.0000,0.9518,1.0262,
fcma_prob_76_30_4_3_2_0.json,2,361.3306,1.0238,0.4740,1.3436,1.0000,1.0515,1.2255,
fcma_prob_76_30_4_3_2_0.json,3,361.5686,1.0245,0.0566,0.7758,1.0000,1.2249,1.2434,
fcma_prob_77_30_4_3_2_0.json,1,20.4240,1.0537,2.9709,3.1694,1.0366,0.2092,0.2211,
fcma_prob_77_30_4_3_2_0.json,2,20.5156,1.0584,0.3397,0.4972,1.0000,1.1119,1.0346,
fcma_prob_77_30_4_3_2_0.json,3,21.2724,1.0975,0.0448,0.1734,1.0000,1.0786,1.0852,
fcma_prob_78_30_4_3_8_0.json,1,317.0077,1.1270,1.1669,3.0011,1.0009,0.8895,1.0117,
fcma_prob_78_30_4_3_8_0.json,2,317.4466,1.1286,0.4285,1.7812,1.0000,1.0492,1.1007,
fcma_prob_78_30_4_3_8_0.json,3,319.2409,1.1350,0.0493,1.3245,1.0000,1.1291,1.1653,
fcma_prob_79_30_4_3_8_0.json,1,39.0221,1.1745,1.7894,2.2821,0.9704,0.0460,0.0580,
fcma_prob_79_30_4_3_8_0.json,2,38.0296,1.1446,0.3808,0.7461,1.0000,1.0144,1.0347,
fcma_prob_79_30_4_3_8_0.json,3,41.5398,1.2502,0.0578,0.3702,1.0000,1.1773,1.0579,
fcma_prob_7_1_1_3_8_0.json,1,1.5360,1.3333,0.1770,0.2253,1.0000,1.0350,1.0486,
fcma_prob_7_1_1_3_8_0.json,2,1.6240,1.4097,0.0959,0.1246,1.0000,1.1404,1.1037,
fcma_prob_7_1_1_3_8_0.json,3,1.6240,1.4097,0.0131,0.0305,1.0000,2.1751,1.5049,
fcma_prob_8_1_4_0.json,1,0.5110,1.0000,0.1867,0.2037,1.0000,0.9635,0.9994,
fcma_prob_8_1_4_0.json,2,0.5110,1.0000,0.0924,0.1038,1.0000,1.1137,1.1290,
fcma_prob_8_1_4_0.json,3,0.5110,1.0000,0.0098,0.0227,1.0000,1.3973,1.3298,
fcma_prob_9_1_4_0.json,1,0.0912,1.0000,0.1986,0.2026,1.0000,1.0420,1.0411,
fcma_prob_9_1_4_0.json,2,0.0960,1.0526,0.0922,0.0976,1.0000,1.0482,1.0710,
fcma_prob_9_1_4_0.json,3,0.0960,1.0526,0.0066,0.0097,1.0000,0.9087,0.8512,
total,1,10351.0757,1.0487,41.4310,96.2256,1.0038,0.9509,
total,2,10376.2784,1.0929,14.0542,66.9797,1.0001,1.0398,
total,3,10389.4313,1.0990,1.6126,50.6973,1.0000,1.0109,
